fixture_id,width,height,phase,operation,recipe_index,measured_count,min_ms,p50_ms,p95_ms,p99_ms,max_ms,p95_target_ms,p95_target_met
private-Canon-EOS-6D-PSD,2682,3353,warm_service,contrast,0,100,143.492084,147.112916,149.729208,156.51975000000002,158.527084,250,True
private-Canon-EOS-6D-PSD,2682,3353,kernel,highlights,0,100,9.758709000000001,10.029166,10.285499999999999,11.420375,13.585292,100,True
private-Canon-EOS-6D-PSD,2682,3353,warm_service,highlights,0,100,139.130375,142.965291,153.77837499999998,156.01999999999998,314.360583,250,True
private-Canon-EOS-6D-PSD,2682,3353,kernel,shadows,0,100,9.780833,10.000458,10.165542,10.214208000000001,10.270458,100,True
private-Canon-EOS-6D-PSD,2682,3353,warm_service,shadows,0,100,138.062584,141.829,145.650459,153.643042,154.910917,250,True
private-Canon-EOS-6D-PSD,2682,3353,kernel,saturation,0,100,9.76,9.951667,10.172749999999999,10.339083,10.342042,100,True
private-Canon-EOS-6D-PSD,2682,3353,warm_service,saturation,0,100,136.718625,142.364291,145.9095,157.675875,305.86370800000003,250,True
private-Canon-EOS-6D-PSD,2682,3353,kernel,vibrance,0,100,9.76275,9.974749999999998,10.092165999999999,10.1805,10.198666000000001,100,True
private-Canon-EOS-6D-PSD,2682,3353,warm_service,vibrance,0,100,138.44275,143.064875,148.66608300000001,156.81270899999998,162.49787500000002,250,True
private-Canon-EOS-6D-PSD,2682,3353,kernel,sharpening,0,100,23.039292,23.493208000000003,23.858875,23.969667,24.035167,100,True
private-Canon-EOS-6D-PSD,2682,3353,warm_service,sharpening,0,100,155.525708,159.492667,163.412584,172.305208,176.43200000000002,250,True
private-Canon-EOS-6D-PSD,2682,3353,kernel,luminance_noise,0,100,24.630875,25.183792,25.581708000000003,25.771124999999998,27.501167,100,True
private-Canon-EOS-6D-PSD,2682,3353,warm_service,luminance_noise,0,100,152.799958,157.38470800000002,162.449291,219.831791,223.54908400000002,250,True
private-Canon-EOS-6D-PSD,2682,3353,kernel,chroma_noise,0,100,24.743375,25.108999999999998,25.366584,25.422625,25.8155,100,True
private-Canon-EOS-6D-PSD,2682,3353,warm_service,chroma_noise,0,100,153.760375,158.25066700000002,162.774875,180.326083,181.793625,250,True
private-Canon-EOS-6D-PSD,2682,3353,kernel,combined,0,100,58.385917,59.068792,59.630708999999996,59.821917,68.321125,100,True
