assets,case,population,n,p50_ms,p95_ms,p99_ms,max_ms,peak_rss_bytes,max_chunks,max_candidates,max_vm_steps,max_sorts,max_text_rows,max_text_bytes,max_text_batches,max_text_vm_steps,returned_rows_histogram
10000000,filename-reverse,fresh_page_ms,20,4.8624375,4.961249349999999,4.97391627,4.977083,195248128,1,1000,44235,0,1000,13400,28,14204,"{""200"":120}"
10000000,filename-reverse,fresh_process_wall_ms,20,61.74993753666058,61.95374758099206,62.062649509171024,62.089874991215765,195248128,1,1000,44235,0,1000,13400,28,14204,"{""200"":120}"
10000000,keyword,warm_ms,100,0.239271,0.32255624999999993,0.34491767000000023,0.382208,194920448,1,200,8015,0,0,0,0,0,"{""200"":120}"
10000000,keyword,fresh_page_ms,20,0.45589599999999997,0.6888521000000001,0.7303040199999999,0.740667,194920448,1,200,8015,0,0,0,0,0,"{""200"":120}"
10000000,keyword,fresh_process_wall_ms,20,62.92545853648335,122.70701660308988,131.4567705290392,133.64420901052654,194920448,1,200,8015,0,0,0,0,0,"{""200"":120}"
10000000,wide-keyword,warm_ms,100,0.41245849999999995,0.6588708,0.7483225000000007,0.8792500000000001,185253888,1,200,8015,0,0,0,0,0,"{""140"":12,""185"":12,""200"":84,""95"":12}"
10000000,wide-keyword,fresh_page_ms,20,1.117854,1.1648649,1.19257298,1.1995,185253888,1,200,8015,0,0,0,0,0,"{""140"":12,""185"":12,""200"":84,""95"":12}"
10000000,wide-keyword,fresh_process_wall_ms,20,61.792604450602084,62.26072942954488,63.067279510432854,63.26891703065485,185253888,1,200,8015,0,0,0,0,0,"{""140"":12,""185"":12,""200"":84,""95"":12}"
10000000,collection,warm_ms,100,0.2040625,0.29603064999999995,0.3236730100000001,0.344959,196476928,1,200,7214,0,0,0,0,0,"{""200"":120}"
10000000,collection,fresh_page_ms,20,0.35572950000000003,0.3837375000000002,0.5602474999999997,0.604375,196476928,1,200,7214,0,0,0,0,0,"{""200"":120}"
10000000,collection,fresh_process_wall_ms,20,61.6787500330247,61.830285080941394,61.8732570821885,61.88400008250028,196476928,1,200,7214,0,0,0,0,0,"{""200"":120}"
10000000,mixed,warm_ms,100,9.266833,12.61453365,13.064848330000002,13.445833,373620736,3,11995,720481,0,1000,13400,233,19722,"{""200"":120}"
10000000,mixed,fresh_page_ms,20,12.9523755,13.18844855,13.27568971,13.2975,373620736,3,11995,720481,0,1000,13400,233,19722,"{""200"":120}"
10000000,mixed,fresh_process_wall_ms,20,61.86047900700942,84.80817054514773,86.37510048807599,86.76683297380805,373620736,3,11995,720481,0,1000,13400,233,19722,"{""200"":120}"
10000000,text,warm_ms,100,54.8986245,60.294636049999994,60.79668616,60.996583,504135680,1,200,5418,0,0,0,0,0,"{""200"":120}"
10000000,text,fresh_page_ms,20,57.6156665,61.87112675,62.49689175,62.653333,504135680,1,200,5418,0,0,0,0,0,"{""200"":120}"
10000000,text,fresh_process_wall_ms,20,118.3039165334776,121.78512681857683,121.81619176757522,121.82395800482482,504135680,1,200,5418,0,0,0,0,0,"{""200"":120}"
10000000,text-capture,warm_ms,100,0.997313,2.16419375,2.2154525,2.2355,110542848,1,999,47190,0,999,13386,28,14191,"{""0"":60,""200"":60}"
10000000,text-capture,fresh_page_ms,20,1.7115204999999998,3.3256583,3.4173644599999995,3.4402909999999998,110542848,1,999,47190,0,999,13386,28,14191,"{""0"":60,""200"":60}"
10000000,text-capture,fresh_process_wall_ms,20,41.91547952359542,63.366616325220114,86.35712325456548,92.10474998690188,110542848,1,999,47190,0,999,13386,28,14191,"{""0"":60,""200"":60}"
10000000,camera-lens,warm_ms,100,0.3565205,0.45902144999999994,0.47252883,0.479541,196968448,1,799,27382,0,0,0,0,0,"{""200"":120}"
10000000,camera-lens,fresh_page_ms,20,0.5230625,0.5478893000000001,0.55064506,0.551334,196968448,1,799,27382,0,0,0,0,0,"{""200"":120}"
10000000,camera-lens,fresh_process_wall_ms,20,61.676916491705924,61.79163058404811,61.81199245736934,61.81708292569965,196968448,1,799,27382,0,0,0,0,0,"{""200"":120}"
10000000,date-camera,warm_ms,100,0.416146,0.96248395,1.01410783,1.0206250000000001,250707968,1,600,30481,0,0,0,0,0,"{""200"":120}"
10000000,date-camera,fresh_page_ms,20,1.043021,1.0619548,1.07329096,1.076125,250707968,1,600,30481,0,0,0,0,0,"{""200"":120}"
10000000,date-camera,fresh_process_wall_ms,20,56.078853958752006,61.73644544905983,61.92245549405925,61.968958005309105,250707968,1,600,30481,0,0,0,0,0,"{""200"":120}"
10000000,label-flag,warm_ms,100,0.22118749999999998,0.28066665,0.29400875000000015,0.332,194494464,1,399,11786,0,0,0,0,0,"{""200"":120}"
10000000,label-flag,fresh_page_ms,20,0.33318800000000004,0.34606455,0.35084571,0.352041,194494464,1,399,11786,0,0,0,0,0,"{""200"":120}"
10000000,label-flag,fresh_process_wall_ms,20,58.66237502777949,61.81298298179172,61.82096304255538,61.82295805774629,194494464,1,399,11786,0,0,0,0,0,"{""200"":120}"
10000000,folder,warm_ms,100,0.155104,0.19601220000000003,0.19756976,0.20041699999999998,193495040,1,200,5015,0,0,0,0,0,"{""200"":120}"
10000000,folder,fresh_page_ms,20,0.252458,0.25936185,0.26043877,0.260708,193495040,1,200,5015,0,0,0,0,0,"{""200"":120}"
10000000,folder,fresh_process_wall_ms,20,58.427437499631196,61.82576249120757,61.88105251407251,61.89487501978874,193495040,1,200,5015,0,0,0,0,0,"{""200"":120}"
10000000,folder-recursive,warm_ms,100,0.17010399999999998,0.1911292,0.21247958000000006,0.222833,191119360,1,200,7214,0,0,0,0,0,"{""200"":120}"
10000000,folder-recursive,fresh_page_ms,20,0.2516045,0.27228715,0.28489022999999997,0.288041,191119360,1,200,7214,0,0,0,0,0,"{""200"":120}"
10000000,folder-recursive,fresh_process_wall_ms,20,56.87993799801916,61.686164885759354,61.710832957178354,61.716999975033104,191119360,1,200,7214,0,0,0,0,0,"{""200"":120}"
10000000,conflicted,warm_ms,100,3.2166875,3.8967753499999995,4.02434917,4.0465420000000005,237486080,5,19391,504006,0,0,0,0,0,"{""200"":120}"
10000000,conflicted,fresh_page_ms,20,3.9657495000000003,4.1970104500000005,4.29976929,4.325459,237486080,5,19391,504006,0,0,0,0,0,"{""200"":120}"
10000000,conflicted,fresh_process_wall_ms,20,57.296645478345454,80.27620803331956,82.58470800472423,83.1618329975754,237486080,5,19391,504006,0,0,0,0,0,"{""200"":120}"
1000000,transitions,rating,100,9.419542,12.8071375,13.53529899,13.630833,421904384,,,,,,,,,
1000000,transitions,label,100,9.849687,12.6779893,13.417087500000003,14.094000000000001,421904384,,,,,,,,,
1000000,transitions,snapshot_browse,200,0.305875,0.5241937499999998,0.60001125,0.631583,421904384,,,,,,,,,
1000000,transitions,source_update,200,10.179667,13.093525,14.2915945,14.674958,421904384,,,,,,,,,
1000000,transitions,overlapping_writes,200,9.690062999999999,12.7879173,13.53529899,14.094000000000001,421904384,,,,,,,,,
1000000,transitions,overlapping_snapshot_browse,199,0.30650000000000005,0.5247624999999999,0.6000225,0.631583,421904384,,,,,,,,,
5000000,transitions,rating,100,9.697229499999999,12.1004747,13.01302816,13.118875000000001,367853568,,,,,,,,,
5000000,transitions,label,100,9.7142915,12.3404101,12.977525080000001,13.008916000000001,367853568,,,,,,,,,
5000000,transitions,snapshot_browse,200,0.256229,0.4531642499999999,0.49063383999999977,0.586375,367853568,,,,,,,,,
5000000,transitions,source_update,200,10.366563,12.63871695,13.594340829999997,14.142999999999999,367853568,,,,,,,,,
5000000,transitions,overlapping_writes,200,9.697229499999999,12.16080205,13.008946430000002,13.118875000000001,367853568,,,,,,,,,
5000000,transitions,overlapping_snapshot_browse,199,0.256416,0.45349549999999994,0.49093468000000035,0.586375,367853568,,,,,,,,,
10000000,transitions,rating,100,8.805771,11.68741075,12.14122983,12.192791999999999,370409472,,,,,,,,,
10000000,transitions,label,100,9.2140625,11.306883650000001,12.589153420000006,13.462375,370409472,,,,,,,,,
10000000,transitions,snapshot_browse,200,0.258583,0.4649690499999999,0.5209663399999999,0.581667,370409472,,,,,,,,,
10000000,transitions,source_update,200,9.577604000000001,11.965608,12.661352079999999,13.002208,370409472,,,,,,,,,
10000000,transitions,overlapping_writes,200,9.040728999999999,11.543364249999998,12.506908659999999,13.462375,370409472,,,,,,,,,
10000000,transitions,overlapping_snapshot_browse,199,0.258416,0.46527109999999994,0.5209746799999999,0.581667,370409472,,,,,,,,,
